"region","byggnadstyp","strandtyp","typ av område","år","Antal byggnader inom 100 meter från strand"
"2513 Överkalix","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"2513 Överkalix","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"2513 Överkalix","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"2513 Överkalix","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"2513 Överkalix","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2018",1
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2019",1
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2020",1
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2021",1
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2022",1
"2513 Överkalix","ekonomibyggnad","inlandsvatten","totalt","2023",1
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2018",0
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2019",0
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2020",0
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2021",0
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2022",0
"2513 Överkalix","ekonomibyggnad","totalt","inom tätort","2023",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2018",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2019",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2020",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2021",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2022",0
"2513 Överkalix","ekonomibyggnad","totalt","inom formellt skyddad natur","2023",0
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2018",1
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2019",1
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2020",1
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2021",1
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2022",1
"2513 Överkalix","ekonomibyggnad","totalt","totalt","2023",1
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2018",0
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2019",0
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2020",0
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2021",0
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2022",0
"2513 Överkalix","komplementbyggnad","hav","inom tätort","2023",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2018",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2019",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2020",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2021",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2022",0
"2513 Överkalix","komplementbyggnad","hav","inom formellt skyddad natur","2023",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2018",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2019",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2020",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2021",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2022",0
"2513 Överkalix","komplementbyggnad","hav","totalt","2023",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2018",157
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2019",157
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2020",157
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2021",157
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2022",161
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom tätort","2023",162
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2018",1879
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2019",1879
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2020",1902
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2021",1904
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2022",1907
"2513 Överkalix","komplementbyggnad","inlandsvatten","totalt","2023",1940
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2018",157
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2019",157
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2020",157
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2021",157
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2022",161
"2513 Överkalix","komplementbyggnad","totalt","inom tätort","2023",162
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2018",0
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2019",0
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2020",0
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2021",0
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2022",0
"2513 Överkalix","komplementbyggnad","totalt","inom formellt skyddad natur","2023",0
"2513 Överkalix","komplementbyggnad","totalt","totalt","2018",1879
"2513 Överkalix","komplementbyggnad","totalt","totalt","2019",1879
"2513 Överkalix","komplementbyggnad","totalt","totalt","2020",1902
"2513 Överkalix","komplementbyggnad","totalt","totalt","2021",1904
"2513 Överkalix","komplementbyggnad","totalt","totalt","2022",1907
"2513 Överkalix","komplementbyggnad","totalt","totalt","2023",1940
"2513 Överkalix","övrig byggnad","hav","inom tätort","2018",0
"2513 Överkalix","övrig byggnad","hav","inom tätort","2019",0
"2513 Överkalix","övrig byggnad","hav","inom tätort","2020",0
"2513 Överkalix","övrig byggnad","hav","inom tätort","2021",0
"2513 Överkalix","övrig byggnad","hav","inom tätort","2022",0
"2513 Överkalix","övrig byggnad","hav","inom tätort","2023",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2018",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2019",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2020",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2021",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2022",0
"2513 Överkalix","övrig byggnad","hav","inom formellt skyddad natur","2023",0
"2513 Överkalix","övrig byggnad","hav","totalt","2018",0
"2513 Överkalix","övrig byggnad","hav","totalt","2019",0
"2513 Överkalix","övrig byggnad","hav","totalt","2020",0
"2513 Överkalix","övrig byggnad","hav","totalt","2021",0
"2513 Överkalix","övrig byggnad","hav","totalt","2022",0
"2513 Överkalix","övrig byggnad","hav","totalt","2023",0
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2018",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2019",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2020",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2021",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2022",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom tätort","2023",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2018",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2019",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2020",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2021",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2022",1
"2513 Överkalix","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2023",1
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2018",185
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2019",185
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2020",192
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2021",192
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2022",192
"2513 Överkalix","övrig byggnad","inlandsvatten","totalt","2023",189
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2018",1
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2019",1
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2020",1
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2021",1
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2022",1
"2513 Överkalix","övrig byggnad","totalt","inom tätort","2023",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2018",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2019",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2020",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2021",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2022",1
"2513 Överkalix","övrig byggnad","totalt","inom formellt skyddad natur","2023",1
"2513 Överkalix","övrig byggnad","totalt","totalt","2018",185
"2513 Överkalix","övrig byggnad","totalt","totalt","2019",185
"2513 Överkalix","övrig byggnad","totalt","totalt","2020",192
"2513 Överkalix","övrig byggnad","totalt","totalt","2021",192
"2513 Överkalix","övrig byggnad","totalt","totalt","2022",192
"2513 Överkalix","övrig byggnad","totalt","totalt","2023",189
"2513 Överkalix","totalt","hav","inom tätort","2018",0
"2513 Överkalix","totalt","hav","inom tätort","2019",0
"2513 Överkalix","totalt","hav","inom tätort","2020",0
"2513 Överkalix","totalt","hav","inom tätort","2021",0
"2513 Överkalix","totalt","hav","inom tätort","2022",0
"2513 Överkalix","totalt","hav","inom tätort","2023",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2018",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2019",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2020",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2021",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2022",0
"2513 Överkalix","totalt","hav","inom formellt skyddad natur","2023",0
"2513 Överkalix","totalt","hav","totalt","2018",0
"2513 Överkalix","totalt","hav","totalt","2019",0
"2513 Överkalix","totalt","hav","totalt","2020",0
"2513 Överkalix","totalt","hav","totalt","2021",0
"2513 Överkalix","totalt","hav","totalt","2022",0
"2513 Överkalix","totalt","hav","totalt","2023",0
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2018",270
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2019",270
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2020",270
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2021",270
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2022",274
"2513 Överkalix","totalt","inlandsvatten","inom tätort","2023",275
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2018",1
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2019",1
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2020",1
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2021",1
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2022",1
"2513 Överkalix","totalt","inlandsvatten","inom formellt skyddad natur","2023",1
"2513 Överkalix","totalt","inlandsvatten","totalt","2018",3101
"2513 Överkalix","totalt","inlandsvatten","totalt","2019",3101
"2513 Överkalix","totalt","inlandsvatten","totalt","2020",3127
"2513 Överkalix","totalt","inlandsvatten","totalt","2021",3127
"2513 Överkalix","totalt","inlandsvatten","totalt","2022",3130
"2513 Överkalix","totalt","inlandsvatten","totalt","2023",3160
"2513 Överkalix","totalt","totalt","inom tätort","2018",270
"2513 Överkalix","totalt","totalt","inom tätort","2019",270
"2513 Överkalix","totalt","totalt","inom tätort","2020",270
"2513 Överkalix","totalt","totalt","inom tätort","2021",270
"2513 Överkalix","totalt","totalt","inom tätort","2022",274
"2513 Överkalix","totalt","totalt","inom tätort","2023",275
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2018",1
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2019",1
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2020",1
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2021",1
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2022",1
"2513 Överkalix","totalt","totalt","inom formellt skyddad natur","2023",1
"2513 Överkalix","totalt","totalt","totalt","2018",3101
"2513 Överkalix","totalt","totalt","totalt","2019",3101
"2513 Överkalix","totalt","totalt","totalt","2020",3127
"2513 Överkalix","totalt","totalt","totalt","2021",3127
"2513 Överkalix","totalt","totalt","totalt","2022",3130
"2513 Överkalix","totalt","totalt","totalt","2023",3160
"2514 Kalix","bostad","hav","inom tätort","2018",130
"2514 Kalix","bostad","hav","inom tätort","2019",130
"2514 Kalix","bostad","hav","inom tätort","2020",130
"2514 Kalix","bostad","hav","inom tätort","2021",130
"2514 Kalix","bostad","hav","inom tätort","2022",133
"2514 Kalix","bostad","hav","inom tätort","2023",83
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2018",59
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2019",59
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2020",59
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2021",59
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2022",59
"2514 Kalix","bostad","hav","inom formellt skyddad natur","2023",59
"2514 Kalix","bostad","hav","totalt","2018",1887
"2514 Kalix","bostad","hav","totalt","2019",1887
"2514 Kalix","bostad","hav","totalt","2020",1894
"2514 Kalix","bostad","hav","totalt","2021",1888
"2514 Kalix","bostad","hav","totalt","2022",1884
"2514 Kalix","bostad","hav","totalt","2023",1882
"2514 Kalix","bostad","inlandsvatten","inom tätort","2018",226
"2514 Kalix","bostad","inlandsvatten","inom tätort","2019",226
"2514 Kalix","bostad","inlandsvatten","inom tätort","2020",226
"2514 Kalix","bostad","inlandsvatten","inom tätort","2021",225
"2514 Kalix","bostad","inlandsvatten","inom tätort","2022",226
"2514 Kalix","bostad","inlandsvatten","inom tätort","2023",226
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2018",1
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2019",1
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2020",1
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2021",1
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2022",1
"2514 Kalix","bostad","inlandsvatten","inom formellt skyddad natur","2023",1
"2514 Kalix","bostad","inlandsvatten","totalt","2018",1177
"2514 Kalix","bostad","inlandsvatten","totalt","2019",1178
"2514 Kalix","bostad","inlandsvatten","totalt","2020",1178
"2514 Kalix","bostad","inlandsvatten","totalt","2021",1176
"2514 Kalix","bostad","inlandsvatten","totalt","2022",1180
"2514 Kalix","bostad","inlandsvatten","totalt","2023",1175
"2514 Kalix","bostad","totalt","inom tätort","2018",356
"2514 Kalix","bostad","totalt","inom tätort","2019",356
"2514 Kalix","bostad","totalt","inom tätort","2020",356
"2514 Kalix","bostad","totalt","inom tätort","2021",355
"2514 Kalix","bostad","totalt","inom tätort","2022",359
"2514 Kalix","bostad","totalt","inom tätort","2023",309
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2018",60
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2019",60
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2020",60
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2021",60
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2022",60
"2514 Kalix","bostad","totalt","inom formellt skyddad natur","2023",60
"2514 Kalix","bostad","totalt","totalt","2018",3064
"2514 Kalix","bostad","totalt","totalt","2019",3065
"2514 Kalix","bostad","totalt","totalt","2020",3072
"2514 Kalix","bostad","totalt","totalt","2021",3064
"2514 Kalix","bostad","totalt","totalt","2022",3064
"2514 Kalix","bostad","totalt","totalt","2023",3057
"2514 Kalix","industri","hav","inom tätort","2018",7
"2514 Kalix","industri","hav","inom tätort","2019",7
"2514 Kalix","industri","hav","inom tätort","2020",6
"2514 Kalix","industri","hav","inom tätort","2021",6
"2514 Kalix","industri","hav","inom tätort","2022",6
"2514 Kalix","industri","hav","inom tätort","2023",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2018",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2019",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2020",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2021",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2022",0
"2514 Kalix","industri","hav","inom formellt skyddad natur","2023",0
"2514 Kalix","industri","hav","totalt","2018",41
"2514 Kalix","industri","hav","totalt","2019",42
"2514 Kalix","industri","hav","totalt","2020",41
"2514 Kalix","industri","hav","totalt","2021",41
"2514 Kalix","industri","hav","totalt","2022",80
"2514 Kalix","industri","hav","totalt","2023",79
"2514 Kalix","industri","inlandsvatten","inom tätort","2018",35
"2514 Kalix","industri","inlandsvatten","inom tätort","2019",35
"2514 Kalix","industri","inlandsvatten","inom tätort","2020",35
"2514 Kalix","industri","inlandsvatten","inom tätort","2021",35
"2514 Kalix","industri","inlandsvatten","inom tätort","2022",35
"2514 Kalix","industri","inlandsvatten","inom tätort","2023",35
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2018",0
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2019",0
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2020",0
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2021",0
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2022",0
"2514 Kalix","industri","inlandsvatten","inom formellt skyddad natur","2023",0
"2514 Kalix","industri","inlandsvatten","totalt","2018",50
"2514 Kalix","industri","inlandsvatten","totalt","2019",50
"2514 Kalix","industri","inlandsvatten","totalt","2020",50
"2514 Kalix","industri","inlandsvatten","totalt","2021",50
"2514 Kalix","industri","inlandsvatten","totalt","2022",56
"2514 Kalix","industri","inlandsvatten","totalt","2023",56
"2514 Kalix","industri","totalt","inom tätort","2018",42
"2514 Kalix","industri","totalt","inom tätort","2019",42
"2514 Kalix","industri","totalt","inom tätort","2020",41
"2514 Kalix","industri","totalt","inom tätort","2021",41
"2514 Kalix","industri","totalt","inom tätort","2022",41
"2514 Kalix","industri","totalt","inom tätort","2023",35
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2018",0
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2019",0
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2020",0
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2021",0
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2022",0
"2514 Kalix","industri","totalt","inom formellt skyddad natur","2023",0
"2514 Kalix","industri","totalt","totalt","2018",91
"2514 Kalix","industri","totalt","totalt","2019",92
"2514 Kalix","industri","totalt","totalt","2020",91
"2514 Kalix","industri","totalt","totalt","2021",91
"2514 Kalix","industri","totalt","totalt","2022",136
"2514 Kalix","industri","totalt","totalt","2023",135
"2514 Kalix","samhällsfunktion","hav","inom tätort","2018",7
"2514 Kalix","samhällsfunktion","hav","inom tätort","2019",7
"2514 Kalix","samhällsfunktion","hav","inom tätort","2020",9
"2514 Kalix","samhällsfunktion","hav","inom tätort","2021",9
"2514 Kalix","samhällsfunktion","hav","inom tätort","2022",9
"2514 Kalix","samhällsfunktion","hav","inom tätort","2023",7
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2018",0
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2019",0
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2020",0
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2021",0
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2022",0
"2514 Kalix","samhällsfunktion","hav","inom formellt skyddad natur","2023",0
"2514 Kalix","samhällsfunktion","hav","totalt","2018",18
"2514 Kalix","samhällsfunktion","hav","totalt","2019",18
"2514 Kalix","samhällsfunktion","hav","totalt","2020",25
"2514 Kalix","samhällsfunktion","hav","totalt","2021",25
"2514 Kalix","samhällsfunktion","hav","totalt","2022",25
"2514 Kalix","samhällsfunktion","hav","totalt","2023",25
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2018",28
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2019",28
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2020",29
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2021",29
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2022",29
"2514 Kalix","samhällsfunktion","inlandsvatten","inom tätort","2023",29
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2018",0
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2019",0
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2020",0
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2021",0
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2022",0
"2514 Kalix","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2023",0
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2018",51
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2019",51
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2020",58
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2021",57
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2022",58
"2514 Kalix","samhällsfunktion","inlandsvatten","totalt","2023",60
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2018",35
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2019",35
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2020",38
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2021",38
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2022",38
"2514 Kalix","samhällsfunktion","totalt","inom tätort","2023",36
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2018",0
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2019",0
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2020",0
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2021",0
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2022",0
"2514 Kalix","samhällsfunktion","totalt","inom formellt skyddad natur","2023",0
"2514 Kalix","samhällsfunktion","totalt","totalt","2018",69
"2514 Kalix","samhällsfunktion","totalt","totalt","2019",69
"2514 Kalix","samhällsfunktion","totalt","totalt","2020",83
"2514 Kalix","samhällsfunktion","totalt","totalt","2021",82
"2514 Kalix","samhällsfunktion","totalt","totalt","2022",83
"2514 Kalix","samhällsfunktion","totalt","totalt","2023",85
"2514 Kalix","verksamhet","hav","inom tätort","2018",0
"2514 Kalix","verksamhet","hav","inom tätort","2019",0
"2514 Kalix","verksamhet","hav","inom tätort","2020",0
"2514 Kalix","verksamhet","hav","inom tätort","2021",0
"2514 Kalix","verksamhet","hav","inom tätort","2022",2
"2514 Kalix","verksamhet","hav","inom tätort","2023",2
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2018",0
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2019",0
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2020",0
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2021",0
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2022",0
"2514 Kalix","verksamhet","hav","inom formellt skyddad natur","2023",0
"2514 Kalix","verksamhet","hav","totalt","2018",5
"2514 Kalix","verksamhet","hav","totalt","2019",5
"2514 Kalix","verksamhet","hav","totalt","2020",4
"2514 Kalix","verksamhet","hav","totalt","2021",4
"2514 Kalix","verksamhet","hav","totalt","2022",11
"2514 Kalix","verksamhet","hav","totalt","2023",13
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2018",7
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2019",7
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2020",8
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2021",8
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2022",6
"2514 Kalix","verksamhet","inlandsvatten","inom tätort","2023",6
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2018",0
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2019",0
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2020",0
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2021",0
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2022",0
"2514 Kalix","verksamhet","inlandsvatten","inom formellt skyddad natur","2023",0
"2514 Kalix","verksamhet","inlandsvatten","totalt","2018",19
"2514 Kalix","verksamhet","inlandsvatten","totalt","2019",19
"2514 Kalix","verksamhet","inlandsvatten","totalt","2020",20
"2514 Kalix","verksamhet","inlandsvatten","totalt","2021",20
"2514 Kalix","verksamhet","inlandsvatten","totalt","2022",18
"2514 Kalix","verksamhet","inlandsvatten","totalt","2023",17
"2514 Kalix","verksamhet","totalt","inom tätort","2018",7
"2514 Kalix","verksamhet","totalt","inom tätort","2019",7
"2514 Kalix","verksamhet","totalt","inom tätort","2020",8
"2514 Kalix","verksamhet","totalt","inom tätort","2021",8
"2514 Kalix","verksamhet","totalt","inom tätort","2022",8
"2514 Kalix","verksamhet","totalt","inom tätort","2023",8
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2018",0
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2019",0
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2020",0
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2021",0
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2022",0
"2514 Kalix","verksamhet","totalt","inom formellt skyddad natur","2023",0
"2514 Kalix","verksamhet","totalt","totalt","2018",24
"2514 Kalix","verksamhet","totalt","totalt","2019",24
"2514 Kalix","verksamhet","totalt","totalt","2020",24
"2514 Kalix","verksamhet","totalt","totalt","2021",24
"2514 Kalix","verksamhet","totalt","totalt","2022",29
"2514 Kalix","verksamhet","totalt","totalt","2023",30
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2018",0
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2019",0
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2020",0
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2021",0
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2022",0
"2514 Kalix","ekonomibyggnad","hav","inom tätort","2023",0
"2514 Kalix","ekonomibyggnad","hav","inom formellt skyddad natur","2018",0
"2514 Kalix","ekonomibyggnad","hav","inom formellt skyddad natur","2019",0
"2514 Kalix","ekonomibyggnad","hav","inom formellt skyddad natur","2020",0
"2514 Kalix","ekonomibyggnad","hav","inom formellt skyddad natur","2021",0
